item_id,has_error,strict_v1_correct,strict_v2_correct,answer_type,question_type_if_available,entropy,parse_failed,max_entropy,span_m_disp,span_t_disp,label_m,label_t,human_label_if_available,human_truth_if_available,extraction_status_if_available,error_location_if_available,error_type_if_available,image_path_if_available,n_red_spans,red_spans_approx_only,answer_type_either_side,truth_span_len,model_span_len,answer_shape,truth_span_bucket,mcq_vs_open
276,False,False,False,numeric,free_response,1.0549201679861442,False,False,"Therefore, 243 is not a perfect cube",243,"text:therefore, 243 is not a perfect cube",sympy:243,true_correct,correct,extraction_ok,,,,2,"We know that a perfect cube can be expressed as \(n^3\) for  | Additionally, consider that 3 is a prime number.",multi_value,3,36,simple_value,tiny_<=3,free_response
277,True,False,False,single_expression,free_response,1.3321790402101223,False,False,\sqrt{(-4-1)^2 + (1+3)^2 + (2-4)^2} = \sqrt{25 + 16 + 4} = 3\sqrt{3},= \sqrt{45} = \textcolor{red}{3\sqrt{3}} \text{ units},text:\sqrt{(-4-1)^2 + (1+3)^2 + (2-4)^2} = \sqrt{25 + 16 + 4} = 3\sqrt{3},text:= \sqrt{45} = \textcolor{red}{3\sqrt{3}} units,extraction_issue,indeterminate,,,,,1,3\sqrt{3},numeric_or_expression,54,68,simple_value,long_31-100,free_response
278,False,False,False,text_conclusion,free_response,1.3321790402101223,False,False,\frac{12.5}{2.5} = \frac{125}{25} = 5,\text{Number of sides} = \frac{12.5}{2.5} = \frac{125}{25} = 5,text:\frac{12.5}{2.5} = \frac{125}{25} = 5,text:number of sides = \frac{12.5}{2.5} = \frac{125}{25} = 5,,,,,,,1,"As a side note, the area of a regular pentagon can be calcul",text_conclusion,62,37,structured_or_prose,long_31-100,free_response
279,True,False,False,text_conclusion,free_response,1.3321790402101223,True,False,The polygon has 6 sides,\text{Number of sides} = \frac{12.5}{2.5} = \frac{125}{25} = 5,text:the polygon has 6 sides,text:number of sides = \frac{12.5}{2.5} = \frac{125}{25} = 5,,,,,,,1,6,text_conclusion,62,23,structured_or_prose,long_31-100,free_response
280,True,False,True,single_expression,free_response,1.3321790402101223,True,False,= 11130 \text{ cm},"= \textcolor{red}{11130 \, \text{cm}}",text:= 11130 cm,"text:= 11130 \, cm",true_correct,correct,extraction_ok,,,,1,"11130 \, \text{cm}",numeric_or_expression,37,18,simple_value,long_31-100,free_response
281,False,True,True,single_expression,free_response,0.9502705392332348,False,False,c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,\textcolor{red}{c}^3 - \textcolor{red}{d}^3 = 3^3 - 2^3 = 27 - 8 = 19,text:c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,text:c^3 - d^3 = 3^3 - 2^3 = 27 - 8 = 19,,,,,,,22,c | d | c,numeric_or_expression,69,35,simple_value,long_31-100,free_response
282,True,True,True,single_expression,free_response,0.5004024235381879,False,False,c,C,sympy:c,sympy:c,extraction_issue,indeterminate,extraction_issue,,,,1,x^{-1},numeric_or_expression,1,1,simple_value,tiny_<=3,free_response
283,True,True,True,mcq_option,mcq,0.5004024235381879,False,False,option c,option c,text:option c,text:option c,,,,,,,4,10^{1.50} | 1.50 | 150,mcq_option,8,8,simple_value,short_4-10,mcq
284,True,False,True,single_expression,free_response,1.0549201679861442,False,False,256=2^8,256 = 2^8,text:256=2^8,text:256 = 2^8,true_correct,correct,extraction_ok,,,,1,3,numeric_or_expression,9,7,simple_value,short_4-10,free_response
285,False,True,False,multi_value,free_response,1.0549201679861442,False,False,"3, 4, 5, 6, 7, ...","3, 4, 5, 6, 7, \ldots",sympy:3,sympy:3,true_correct,correct,extraction_ok,,,,2,"In some arithmetic progressions, the sum of the first \( n \ | It's interesting to note that the common difference \( d \) ",multi_value,21,18,structured_or_prose,medium_11-30,free_response
286,True,True,True,mcq_option,mcq,0.9502705392332348,False,False,option c,option c,text:option c,text:option c,true_correct,correct,,,,,1,C's age is \( x = 5 \) years.,mcq_option,8,8,simple_value,short_4-10,mcq
287,False,False,False,text_conclusion,free_response,1.6094379124341005,False,True,= -\frac{1}{3}\tan^{-1}(x) + \frac{2}{3}\tan^{-1}\left(\frac{5}{2}\right) + C,= -\frac{1}{3} \tan^{-1}(x) + \frac{2}{3} \tan^{-1}\left(\frac{x}{2}\right) + C,text:= -\frac{1}{3}\tan^{-1}(x) + \frac{2}{3}\tan^{-1}(\frac{5}{2}) + c,text:= -\frac{1}{3} \tan^{-1}(x) + \frac{2}{3} \tan^{-1}(\frac{x}{2}) + c,,,,,,,0,,text_conclusion,79,77,structured_or_prose,long_31-100,free_response
288,True,False,True,text_conclusion,free_response,1.6094379124341005,False,True,|\vec{a}+\vec{b}+\vec{c}|=\sqrt{77}=\sqrt{77},|\vec{a} + \vec{b} + \vec{c}| = \sqrt{\textcolor{red}{77}} = \textcolor{red}{\sqrt{77}},text:|\vec{a}+\vec{b}+\vec{c}|=\sqrt{77}=\sqrt{77},text:|\vec{a} + \vec{b} + \vec{c}| = \sqrt{77} = \textcolor{red}{\sqrt{77}},true_correct,correct,extraction_ok,,,,4,52 | 77 | 77,text_conclusion,87,45,structured_or_prose,long_31-100,free_response
289,True,True,True,single_expression,free_response,0.9502705392332348,False,False,B,B,sympy:b,sympy:b,extraction_issue,indeterminate,extraction_issue,,,,6,Y | Y | Y,numeric_or_expression,1,1,simple_value,tiny_<=3,free_response
290,False,False,False,multi_value,free_response,0.9502705392332348,True,False,"\left(0, -\frac{13}{3}\right).","\left( 0, -\frac{13}{3} \right).","text:(0, -\frac{13}{3})","text:( 0, -\frac{13}{3} )",,,,,,,12,m : 1 | m : 1 | -m + 5,multi_value,32,30,structured_or_prose,long_31-100,free_response
291,False,True,True,single_expression,free_response,0.0,False,False,x,x,sympy:x,sympy:x,extraction_issue,indeterminate,extraction_issue,,,,0,,numeric_or_expression,1,1,simple_value,tiny_<=3,free_response
292,True,True,True,mcq_option,mcq,0.5004024235381879,False,False,option d,option d,text:option d,text:option d,,,,,,,1,\times,mcq_option,8,8,simple_value,short_4-10,mcq
293,False,True,False,single_expression,free_response,1.3321790402101223,False,False,V = 7546 \text{ cm}^{3},"V = 7546 \, \text{cm}^3","sympy:eq(v, 7546*(c*m**3))","sympy:eq(v, 7546*(c*m**3))",true_correct,correct,extraction_ok,,,,8,m | s | t,numeric_or_expression,23,23,simple_value,medium_11-30,free_response
294,True,True,False,text_conclusion,free_response,1.6094379124341005,False,True,&= -\frac{1 \times 7}{3 \times 7} &= -\frac{18}{17},"-\frac{5}{15}, \quad -\frac{1 \times 6}{3 \times 6}, \quad -\frac{6}{18}, \quad -\frac{1 \times 7}{3 \times 7} = \textcolor{red}{-\frac{2}{17}}.",text:= -\frac{1 \times 7}{3 \times 7} = -\frac{18}{17},sympy:-5/15,extraction_issue,indeterminate,extraction_issue,,,,1,-\frac{2}{17},text_conclusion,144,51,structured_or_prose,very_long_>100,free_response
295,True,True,True,single_expression,free_response,0.9502705392332348,False,False,256 = 2^8,256 = 2^8,text:256 = 2^8,text:256 = 2^8,true_correct,correct,,,,,7,+ | + | +,numeric_or_expression,9,9,simple_value,short_4-10,free_response
296,False,False,False,text_conclusion,free_response,1.3321790402101223,False,False,"\int_{0}^{\pi} \log \sin t \, dt = -\pi \log 2","\int_0^{\frac{\pi}{2}} \log \sin x \, dx = -\frac{\pi}{2} \log 2.","sympy:eq(integral(log(sin(t), e), (t, 0, pi)), -pi*log(2, e))","sympy:eq(integral(log(sin(x), e), (x, 0, pi/2)), -pi/2*log(2, e))",extraction_issue,indeterminate,,,,,0,,text_conclusion,65,46,structured_or_prose,long_31-100,free_response
297,True,False,False,single_expression,free_response,1.3321790402101223,False,False,P(T_1|E) = \frac{P(E|T_1)P(T_1)}{P(E|T_1)P(T_1) + P(E|T_2)P(T_2) + P(E|T_3)P(T_3) + P(E|T_4)P(T_4)},\frac{3}{20},sympy:p,sympy:3/20,extraction_issue,indeterminate,,,,,2,\frac{3}{20} | \(\frac{3}{20}\),numeric_or_expression,12,99,simple_value,medium_11-30,free_response
298,True,False,False,system_answer,free_response,0.9502705392332348,False,False,x = 2 \quad \text{and},x = 2 \quad \text{and} \quad \textcolor{red}{y = 3).,"sympy:eq(x, 2*(a*(d*n)))",text:x = 2 and \textcolor{red}{y = 3),extraction_issue,indeterminate,extraction_issue,,,,2,"y - 2 = 1).
\]

Solving we get 

\[
x = 2 \quad \text{and} \ | y = 3).
\]
",system_answer,52,22,structured_or_prose,long_31-100,free_response
299,True,False,False,single_expression,free_response,0.9502705392332348,False,False,Z,R,sympy:z,sympy:r,extraction_issue,indeterminate,extraction_issue,,,,1,\mathbb{Q},numeric_or_expression,1,1,simple_value,tiny_<=3,free_response
